id,price_doc
30949,6119042.87869
30950,6195034.67782
30951,16863477.6344
30952,7547501.54452
30953,9834247.12369
30954,4728208.8388
30955,6397702.48675
30956,7216816.42142
30957,5890996.14158
30958,28082669.136
30959,8311738.80355
30960,7406194.12133
30961,8856226.80432
30962,10994438.7359
30963,3715600.08239
30964,4551532.06103
30965,6948179.80089
30966,12663750.1596
30967,11540856.1209
30968,3436604.84141
30969,3544251.54098
30970,6335665.07039
30971,11191707.121
30972,3710037.1556
30973,5095461.1639
30974,5047701.50741
30975,7526233.51772
30976,5199529.91509
30977,7302496.54593
30978,7722894.67261
30979,3525582.58894
30980,7272732.10893
30981,5633719.61434
30982,6599297.07588
30983,3915722.23154
30984,5766964.96735
30985,3608312.79586
30986,9830390.35367
30987,8905195.87462
30988,6340318.23356
30989,7725972.18568
30990,13454451.3349
30991,8873372.3809
30992,2666188.76115
30993,7489107.07465
30994,4900045.69221
30995,6975883.26802
30996,5822004.94628
30997,7190178.67315
30998,6001409.85769
30999,6988481.80591
31000,8006464.90274
31001,6339800.32376
31002,9800678.87241
31003,9632929.01706
31004,4257747.95691
31005,2799791.01036
31006,7729501.9817
31007,4770532.18928
31008,5661763.3243
31009,6272743.11352
31010,6374858.20987
31011,4189137.714
31012,5878609.76564
31013,6985797.7597
31014,15094560.8105
31015,7892474.55036
31016,4146101.67334
31017,9617954.49842
31018,5487885.59241
31019,4450108.81877
31020,7372889.32436
31021,12130424.9508
31022,20290507.3248
31023,9740675.52101
31024,4569454.03719
31025,6135756.58818
31026,6136988.8165
31027,4440762.83227
31028,3247992.36496
31029,8015804.5712
31030,7049033.21946
31031,9429312.21111
31032,9790894.0974
31033,7586789.76432
31034,7031354.15767
31035,9762540.47138
31036,6810223.91938
31037,25190740.5207
31038,4334896.98639
31039,10667257.4475
31040,5956421.48497
31041,4275389.53275
31042,3275698.61035
31043,6453277.84879
31044,8548512.38542
31045,7407593.21186
31046,13998239.144
31047,8145393.50397
31048,5919709.39975
31049,4590134.07863
31050,7735641.73831
31051,6390797.08385
31052,3811749.5692
31053,15956474.0023
31054,6265209.46111
31055,5706779.07168
31056,12315266.0236
31057,5502325.16647
31058,6945490.02531
31059,2985927.83259
31060,6880394.95228
31061,6566836.1475
31062,6260710.61418
31063,3682239.66141
31064,5038011.76686
31065,10009792.1706
31066,4329709.81796
31067,8298033.54508
31068,4194356.4527
31069,4444087.04441
31070,4854979.66991
31071,3466830.8412
31072,8412196.14979
31073,1842309.43687
31074,7426025.91138
31075,6170795.4016
31076,6142454.15584
31077,5722312.58927
31078,4312316.87136
31079,5238669.21435
31080,6636159.13677
31081,2912794.34915
31082,10819928.3073
31083,5063056.88917
31084,9601809.22765
31085,12463406.5895
31086,3833131.39348
31087,4789602.14478
31088,7855130.95215
31089,6564488.71891
31090,33294305.7245
31091,2637852.71897
31092,6973170.76742
31093,6167861.28619
31094,6093855.44252
31095,5063379.60223
31096,17875179.7391
31097,10849867.0522
31098,10431139.6477
31099,19234288.7317
31100,4977488.23923
31101,4110523.64707
31102,6245983.66632
31103,10691761.6365
31104,5456227.55504
31105,8672566.21884
31106,4471506.05611
31107,8700830.71516
31108,6837031.79932
31109,5460434.5353
31110,9358993.65354
31111,10564049.0748
31112,5885154.10342
31113,3565480.73373
31114,4641262.18987
31115,5595331.74672
31116,5953887.84958
31117,5941186.92458
31118,3848139.87651
31119,3184788.88578
31120,5447190.786
31121,7822966.30308
31122,5857701.04461
31123,5043904.26814
31124,5409383.69201
31125,11726190.492
31126,18287714.0524
31127,5655946.51817
31128,6287399.54385
31129,5608121.36594
31130,12467486.2731
31131,7182503.5212
31132,9307782.34626
31133,10970111.4562
31134,6277302.95202
31135,10067604.9184
31136,9691411.06868
31137,4263050.60885
31138,6899655.41883
31139,3908649.28623
31140,6893652.57981
31141,7696987.45262
31142,9611858.38275
31143,5123867.59463
31144,3820587.95803
31145,6088045.33774
31146,5392208.87942
31147,13736320.9965
31148,6238263.37864
31149,2077260.57733
31150,8191302.77597
31151,5000223.48408
31152,7880319.98419
31153,5530532.21177
31154,16301338.9865
31155,6382272.62443
31156,7765674.1599
31157,4075881.16524
31158,9164521.6609
31159,6041087.22592
31160,5227893.75062
31161,3483690.70888
31162,4509291.04167
31163,5733930.54453
31164,6124026.66419
31165,6058342.52634
31166,5665993.91237
31167,8083253.88056
31168,11471554.0443
31169,7304430.88715
31170,5593705.21016
31171,12383468.5667
31172,5385984.1684
31173,10958840.1033
31174,9956250.23547
31175,16533636.6498
31176,5022742.39075
31177,8145056.60276
31178,4216099.37273
31179,4613812.57537
31180,4254005.56847
31181,10080825.3701
31182,7140650.24841
31183,7948948.70975
31184,4877476.28159
31185,4237359.67976
31186,8461328.53503
31187,3599985.89219
31188,5046455.42449
31189,4985610.80406
31190,7498087.80765
31191,12781825.4484
31192,3934766.35271
31193,5449317.71668
31194,10276738.7412
31195,7430863.23719
31196,5066440.10556
31197,14287641.3117
31198,5503989.55067
31199,6636164.07777
31200,10692008.4641
31201,3761568.69758
31202,3744931.70228
31203,6383828.94119
31204,3648806.5104
31205,8727848.20466
31206,5750748.45223
31207,4257143.62795
31208,4882359.26332
31209,4165172.38441
31210,5714267.60839
31211,7401830.76451
31212,4918928.18848
31213,10779461.5697
31214,6781973.94371
31215,4955539.90852
31216,5758042.05075
31217,7007001.2552
31218,8341806.07611
31219,3459010.76175
31220,7428131.18428
31221,3766936.81086
31222,6874976.90039
31223,9603132.43668
31224,7265142.11282
31225,12078617.928
31226,6206727.42272
31227,9439748.79286
31228,9819155.38324
31229,4576029.98695
31230,5634362.91767
31231,4093044.4294
31232,7254692.997
31233,6528509.64209
31234,6391936.42217
31235,5488522.43307
31236,6466412.88346
31237,10840048.3951
31238,6637349.88067
31239,12080286.823
31240,6283110.67221
31241,6439921.22802
31242,6957933.41842
31243,3754885.66653
31244,7048023.8378
31245,8059731.73914
31246,11420238.2398
31247,5668317.21378
31248,6957774.66526
31249,9610548.524
31250,5814687.30258
31251,6939505.66618
31252,6336076.38024
31253,8914316.57779
31254,5732884.8311
31255,12039516.4138
31256,6620333.3838
31257,5281870.98729
31258,9167070.79407
31259,10143585.4326
31260,7901251.81169
31261,22456579.1724
31262,5744049.99568
31263,6071045.54684
31264,3831461.80184
31265,11907233.0557
31266,7802145.37003
31267,3828472.15318
31268,4232241.3335
31269,8211987.00382
31270,4215034.6635
31271,5329126.86284
31272,16954426.831
31273,7884336.06817
31274,5734115.09209
31275,6278279.88453
31276,5494357.05692
31277,4942569.67398
31278,14179088.0592
31279,14419406.3923
31280,7349689.47499
31281,6845023.73316
31282,12035330.5829
31283,6284126.83175
31284,4026002.27537
31285,5320481.32776
31286,7599365.80853
31287,9808160.08286
31288,4384086.12113
31289,8755027.88416
31290,5961653.8933
31291,6343851.39412
31292,3847864.2785
31293,6928544.37142
31294,3844512.89217
31295,18610139.9101
31296,9669849.18397
31297,7597108.1193
31298,3697900.42799
31299,9615833.24821
31300,6804162.46529
31301,6380063.20827
31302,5329848.73345
31303,8399102.54011
31304,6879549.95337
31305,8732815.66174
31306,3250214.88305
31307,6159019.1137
31308,7871228.14292
31309,8842373.57021
31310,61497346.7965
31311,5429907.04069
31312,5521567.96538
31313,12324481.2509
31314,6583796.78476
31315,9721493.38504
31316,11626657.8862
31317,17773019.5431
31318,8320551.44708
31319,6692862.69605
31320,5962814.22305
31321,6809668.43508
31322,6215992.39719
31323,7838263.81374
31324,6569192.73223
31325,6153906.20984
31326,5252482.90224
31327,7791526.07671
31328,14540503.665
31329,5551234.14405
31330,11300027.4826
31331,8347662.568
31332,5637957.56007
31333,5232469.4014
31334,4202111.6185
31335,9068777.85985
31336,8360325.0104
31337,7442863.7633
31338,4030544.90528
31339,4449539.46727
31340,6759043.21725
31341,9613773.22742
31342,4987758.09893
31343,3518193.26045
31344,3962967.54764
31345,4987790.10525
31346,3761864.96283
31347,8729365.81425
31348,11320348.218
31349,11201224.6492
31350,3526671.54468
31351,5526628.93981
31352,9897537.45127
31353,4824380.16198
31354,7237351.53043
31355,9497329.57404
31356,4245640.40563
31357,5129491.90822
31358,2420037.87389
31359,6432657.96184
31360,9469076.6353
31361,4785479.85913
31362,9720179.43845
31363,5380194.4549
31364,3602886.84495
31365,3747318.97967
31366,6704150.93849
31367,9674718.53581
31368,6164609.62921
31369,4309633.29338
31370,9847201.48948
31371,8742580.38348
31372,6820319.93083
31373,4866666.63278
31374,6232503.47367
31375,5769567.36144
31376,6630102.75606
31377,9236369.22591
31378,5516006.64348
31379,32703216.3289
31380,4270174.20918
31381,7878477.32821
31382,5214982.14273
31383,7797805.62041
31384,25715175.6991
31385,12914765.6854
31386,8901217.65105
31387,12443823.4494
31388,5124541.32217
31389,4368984.13308
31390,6908620.02707
31391,5498645.7798
31392,10373171.4394
31393,8774568.63286
31394,5563741.59457
31395,4261255.51021
31396,9172540.993
31397,7125993.90428
31398,3169179.98735
31399,11522424.2021
31400,5753986.43583
31401,11197685.594
31402,9428764.10027
31403,5056174.2708
31404,4301647.25079
31405,3654527.56189
31406,5730566.64765
31407,3483863.52261
31408,6272033.63491
31409,4088205.40726
31410,11571814.7229
31411,8127265.11643
31412,10578311.9174
31413,7608641.01009
31414,4308097.01229
31415,15085208.9072
31416,6312039.70484
31417,4626238.2535
31418,7329421.76361
31419,9900615.68788
31420,9234659.03515
31421,6174320.7529
31422,6092979.78845
31423,7127522.80191
31424,18272528.7455
31425,5862736.95661
31426,4540557.46705
31427,5966565.24919
31428,7239787.21401
31429,13445202.0744
31430,4745931.9613
31431,5543974.08526
31432,5030668.4234
31433,6079394.2867
31434,3840482.40912
31435,11211737.01
31436,9377887.32798
31437,12367003.4343
31438,8683400.01195
31439,8725336.43956
31440,6866767.16554
31441,6589392.7173
31442,7501886.46407
31443,10626932.7845
31444,6130510.37875
31445,8981918.14638
31446,13919902.2405
31447,6264918.76471
31448,7849602.15371
31449,7731991.66728
31450,6526461.28782
31451,7854661.15104
31452,11465879.6675
31453,2721420.90524
31454,5395127.48854
31455,7775592.30018
31456,5012509.02277
31457,5380686.65108
31458,16545857.2196
31459,8038970.92639
31460,5072889.08793
31461,4644523.747
31462,3695852.38549
31463,5551207.76752
31464,7562486.02975
31465,5126906.0917
31466,51186027.8729
31467,3484894.02596
31468,13863525.1479
31469,4971896.16421
31470,5518644.2708
31471,13119673.5335
31472,2464834.59664
31473,7554824.79977
31474,4038537.12516
31475,7262875.32759
31476,20887277.2655
31477,7004257.87656
31478,5183726.68703
31479,5915222.74298
31480,10834072.7481
31481,8331187.25964
31482,10187193.7886
31483,9561695.10322
31484,6579591.60409
31485,3237635.76969
31486,3027865.10404
31487,4485419.77441
31488,14132991.9065
31489,8059221.03898
31490,4579199.2755
31491,5622113.15857
31492,8009101.79717
31493,8972434.88495
31494,5162444.28969
31495,5324481.49474
31496,7796559.7759
31497,4644788.49091
31498,5687469.88004
31499,11217721.6278
31500,10705324.1534
31501,9173757.09839
31502,9454898.74528
31503,5488522.5054
31504,10161087.6111
31505,18727335.1483
31506,7603356.8294
31507,6497077.69446
31508,6441096.20807
31509,5474630.13215
31510,5567174.24581
31511,5009412.28262
31512,5780320.62464
31513,22188583.2489
31514,26443861.9378
31515,2203678.02999
31516,16330548.0475
31517,5523592.36589
31518,7761709.70912
31519,6169873.14412
31520,5977718.62753
31521,4822802.02031
31522,4363537.89659
31523,6409820.43276
31524,9108375.71339
31525,11191612.8534
31526,5680607.4837
31527,6727712.36921
31528,4415113.7476
31529,6019102.61467
31530,6540311.78544
31531,9034158.96369
31532,5735604.18897
31533,14206835.4201
31534,7668209.90295
31535,9994729.35005
31536,7159756.82375
31537,4210647.11655
31538,4902034.52273
31539,3740541.85878
31540,9547762.71442
31541,2768182.58732
31542,5578660.42693
31543,3732051.48906
31544,4963949.37035
31545,7528804.15575
31546,12395135.1727
31547,5817763.17671
31548,5565228.34694
31549,5657598.15012
31550,5167751.78672
31551,5804036.53463
31552,7289798.5592
31553,5679351.22527
31554,7783797.64152
31555,3851604.13657
31556,7284262.45899
31557,5831574.62228
31558,9799230.67836
31559,2647711.40978
31560,7466380.3048
31561,6953215.37288
31562,34816236.5482
31563,3965051.23747
31564,8491741.92568
31565,9404707.96329
31566,5785857.068
31567,17745421.4633
31568,6456078.49585
31569,6830525.9502
31570,6971307.84687
31571,6202052.37988
31572,3641725.01167
31573,5728293.22747
31574,11405309.668
31575,5655260.7761
31576,6811353.63387
31577,5025749.38075
31578,8128080.91352
31579,5576191.22547
31580,7363986.0798
31581,5563818.82153
31582,6010194.69856
31583,8043886.3741
31584,4115905.26809
31585,6683289.10207
31586,12575964.7823
31587,13944279.2506
31588,9278286.02059
31589,3576714.1482
31590,5465102.3579
31591,6514213.44597
31592,7410009.82196
31593,7321141.00079
31594,8301544.04425
31595,5397584.21125
31596,3741319.50345
31597,5751504.90982
31598,3674981.92934
31599,6442361.42367
31600,7120233.15107
31601,14878816.2622
31602,5249829.22242
31603,15391674.595
31604,3871571.91932
31605,5074345.88536
31606,6331770.05379
31607,7243177.20216
31608,5215065.03079
31609,5288174.73124
31610,7169723.5063
31611,5909816.49765
31612,5574661.17644
31613,4846558.36097
31614,15592372.3981
31615,9807656.8104
31616,11085329.9668
31617,4422050.18982
31618,6847329.57606
31619,9960073.0451
31620,4228017.42909
31621,5715022.55785
31622,34743971.2294
31623,10510057.624
31624,4972034.80815
31625,9972073.82654
31626,5518950.64179
31627,7585777.67712
31628,10207858.1872
31629,9445467.89578
31630,3896262.09643
31631,5981381.89316
31632,18033730.5572
31633,5099180.05002
31634,8270805.80284
31635,12779158.6949
31636,5983662.99757
31637,5630619.27994
31638,7906936.24266
31639,3679601.47199
31640,10719934.1262
31641,3881566.91269
31642,3301193.40262
31643,5754370.74499
31644,11450707.4466
31645,5182189.4866
31646,8652228.34131
31647,5504578.02151
31648,10859626.9903
31649,5891300.3407
31650,6634287.64488
31651,12775943.7507
31652,5467897.28054
31653,5378746.56846
31654,5604561.08457
31655,4240418.3774
31656,22350263.5214
31657,7271308.91376
31658,4204031.22386
31659,7400966.38091
31660,4986544.9767
31661,5150490.16623
31662,6751032.30151
31663,3838742.95748
31664,3576324.66327
31665,4259987.89662
31666,5631982.80553
31667,7720427.04974
31668,10975222.5062
31669,12011342.4848
31670,6721440.9731
31671,5686202.61077
31672,8413024.14489
31673,7225936.7243
31674,8850055.68807
31675,7384511.5865
31676,7273796.09044
31677,4883611.08844
31678,4794987.89683
31679,8473977.92405
31680,7406566.09368
31681,6307380.67119
31682,3736474.20561
31683,6686138.7449
31684,5067854.08874
31685,3672172.65526
31686,11814912.8384
31687,10564711.0025
31688,10256504.4624
31689,3757731.94303
31690,7284979.36737
31691,3752770.69307
31692,4249583.55122
31693,6288466.9527
31694,6744013.89304
31695,6829882.76039
31696,3510183.63802
31697,5053972.80238
31698,3434003.84082
31699,5444612.01306
31700,5426425.54435
31701,8904119.51419
31702,5982725.08781
31703,8929739.21543
31704,6017262.71281
31705,9808716.43911
31706,5537758.97705
31707,11860554.6548
31708,8487170.53554
31709,5135507.18079
31710,10923679.5311
31711,7349717.22142
31712,7914460.15222
31713,5626553.48047
31714,5396961.98064
31715,5181636.93024
31716,5997898.69676
31717,10169486.1388
31718,4858064.87881
31719,7365987.01851
31720,4722706.61517
31721,4636666.85913
31722,5848526.54453
31723,5608830.84413
31724,6037389.96448
31725,5075293.20933
31726,13124599.9766
31727,5990260.54126
31728,4603676.81803
31729,7048371.3962
31730,3602038.26749
31731,7161913.58596
31732,7906261.6779
31733,3678566.37432
31734,4235180.06991
31735,3000093.7391
31736,6351821.48888
31737,5411735.29162
31738,5595309.14276
31739,6004825.02564
31740,7603630.71727
31741,8761843.04635
31742,12666102.2848
31743,7652349.40023
31744,4950104.01862
31745,3671737.21105
31746,9951589.64109
31747,5061176.13967
31748,16465844.5189
31749,5613629.22952
31750,9113041.23732
31751,7936591.66753
31752,4210175.9374
31753,3910129.28599
31754,7924840.05573
31755,10874370.7197
31756,2198564.26728
31757,6101328.40462
31758,6050696.21482
31759,6309936.99799
31760,6029523.6515
31761,17972957.648
31762,2484489.02834
31763,11471235.4672
31764,6650230.957
31765,3987541.88547
31766,8425685.09012
31767,3645831.27953
31768,6819914.80998
31769,9683886.515
31770,3707268.18616
31771,3902894.97299
31772,8524264.21378
31773,5867866.41529
31774,6576939.13328
31775,11584454.6072
31776,2018155.6876
31777,4273927.421
31778,10489023.7366
31779,8751286.26375
31780,6826788.93104
31781,7154349.15547
31782,5100561.05913
31783,3741204.62261
31784,6192421.69699
31785,6385030.87327
31786,4933213.54667
31787,6780993.59175
31788,5386099.73105
31789,6106410.75065
31790,3870046.34052
31791,8983930.38095
31792,7319341.32768
31793,8466618.6371
31794,6778446.29934
31795,5739679.77902
31796,5004513.98869
31797,14246983.3434
31798,7983942.8566
31799,4644878.77745
31800,5575530.41413
31801,3479767.02562
31802,6390891.46692
31803,7713707.79305
31804,5334244.04435
31805,3576931.16649
31806,6975712.77676
31807,6623279.02941
31808,8432767.92538
31809,7125638.63657
31810,3986669.77301
31811,7141957.79456
31812,6890822.21005
31813,6320076.5165
31814,5444673.76976
31815,6008343.10528
31816,4778778.52759
31817,3489724.52411
31818,6553474.03298
31819,5871057.82902
31820,10702543.4992
31821,13364192.2326
31822,5378934.42259
31823,4928535.34266
31824,3476955.77071
31825,4795496.00852
31826,6049937.39306
31827,7492558.13518
31828,5513955.40812
31829,8462890.78069
31830,6590624.7083
31831,3330424.74726
31832,12042288.8255
31833,11017500.3468
31834,6448556.23209
31835,4643154.08254
31836,7282601.2668
31837,3435696.68062
31838,8082231.97051
31839,4619904.72581
31840,9783118.12731
31841,5028042.48108
31842,7382465.53388
31843,3669901.33377
31844,6137819.15696
31845,8743495.30448
31846,4931193.82184
31847,4812754.84723
31848,5843142.39077
31849,8703388.7877
31850,6575005.6521
31851,11847383.9819
31852,6530814.81065
31853,9547762.71442
31854,6431109.18595
31855,4642354.50892
31856,5925548.6871
31857,9221017.5743
31858,11816878.06
31859,32614384.4422
31860,6905827.49193
31861,14645084.7562
31862,6937014.49112
31863,9719575.96882
31864,3307199.97661
31865,4998463.16748
31866,3274652.74066
31867,8012695.33421
31868,5211090.98995
31869,10641204.9829
31870,3418063.20809
31871,4824531.73158
31872,11292437.1336
31873,6181239.68463
31874,4996965.37793
31875,5857726.91181
